"","Accession","Begin","End","Chromosome","Orientation","Name","Symbol","Gene.ID","Gene.Type","Transcripts.accession","Protein.accession","Protein.length","Locus.tag","source_file"
"31371","NZ_CP173697.1",1982218,1983315,NA,"minus","histidinol-phosphate transaminase","",0,"protein-coding",NA,"WP_055068359.1",365,"ACIRUI_RS09565","roseburia_faecis.tsv"
"31372","NZ_CP173697.1",1983425,1984513,NA,"minus","nitronate monooxygenase family protein","",0,"protein-coding",NA,"WP_055068360.1",362,"ACIRUI_RS09570","roseburia_faecis.tsv"
"31373","NZ_CP173697.1",1984726,1985322,NA,"minus","response regulator","",0,"protein-coding",NA,"WP_022046852.1",198,"ACIRUI_RS09575","roseburia_faecis.tsv"
"31374","NZ_CP173697.1",1985354,1986952,NA,"minus","DEAD/DEAH box helicase","",0,"protein-coding",NA,"WP_022046851.1",532,"ACIRUI_RS09580","roseburia_faecis.tsv"
"31375","NZ_CP173697.1",1986994,1988628,NA,"minus","GGDEF domain-containing protein","",0,"protein-coding",NA,"WP_022046850.1",544,"ACIRUI_RS09585","roseburia_faecis.tsv"
"31376","NZ_CP173697.1",1988733,1989488,NA,"minus","M23 family metallopeptidase","",0,"protein-coding",NA,"WP_022046849.1",251,"ACIRUI_RS09590","roseburia_faecis.tsv"
"31377","NZ_CP173697.1",1989556,1990431,NA,"minus","16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase RsmA","rsmA",0,"protein-coding",NA,"WP_022046848.1",291,"ACIRUI_RS09595","roseburia_faecis.tsv"
"31378","NZ_CP173697.1",1990513,1990683,NA,"minus","DUF362 domain-containing protein","",0,"protein-coding",NA,"WP_022046847.1",56,"ACIRUI_RS09600","roseburia_faecis.tsv"
"31379","NZ_CP173697.1",1990814,1992145,NA,"minus","replicative DNA helicase","dnaB",0,"protein-coding",NA,"WP_022046846.1",443,"ACIRUI_RS09605","roseburia_faecis.tsv"
"31380","NZ_CP173697.1",1992158,1992604,NA,"minus","50S ribosomal protein L9","rplI",0,"protein-coding",NA,"WP_022046845.1",148,"ACIRUI_RS09610","roseburia_faecis.tsv"
"31381","NZ_CP173697.1",1992601,1994652,NA,"minus","DHH family phosphoesterase","",0,"protein-coding",NA,"WP_022046844.1",683,"ACIRUI_RS09615","roseburia_faecis.tsv"
"31382","NZ_CP173697.1",1994822,1995745,NA,"minus","SPFH domain-containing protein","",0,"protein-coding",NA,"WP_022046843.1",307,"ACIRUI_RS09620","roseburia_faecis.tsv"
"31383","NZ_CP173697.1",1995764,1996216,NA,"minus","NfeD family protein","",0,"protein-coding",NA,"WP_022046842.1",150,"ACIRUI_RS09625","roseburia_faecis.tsv"
"31384","NZ_CP173697.1",1996244,1997470,NA,"minus","cell wall metabolism sensor histidine kinase WalK","",0,"protein-coding",NA,"WP_022046841.1",408,"ACIRUI_RS09630","roseburia_faecis.tsv"
"31385","NZ_CP173697.1",1997473,1998156,NA,"minus","response regulator transcription factor","",0,"protein-coding",NA,"WP_055068361.1",227,"ACIRUI_RS09635","roseburia_faecis.tsv"
"31386","NZ_CP173697.1",1998153,1999037,NA,"minus","DUF975 family protein","",0,"protein-coding",NA,"WP_055068362.1",294,"ACIRUI_RS09640","roseburia_faecis.tsv"
"31387","NZ_CP173697.1",1999904,2001439,NA,"plus","sodium/proline symporter PutP","putP",0,"protein-coding",NA,"WP_022046837.1",511,"ACIRUI_RS09650","roseburia_faecis.tsv"
"31388","NZ_CP173697.1",2001531,2003273,NA,"minus","CAP domain-containing protein","",0,"protein-coding",NA,"WP_055068364.1",580,"ACIRUI_RS09655","roseburia_faecis.tsv"
"31389","NZ_CP173697.1",2003719,2004237,NA,"plus","SCP2 sterol-binding domain-containing protein","",0,"protein-coding",NA,"WP_082413900.1",172,"ACIRUI_RS09660","roseburia_faecis.tsv"
"31390","NZ_CP173697.1",2004323,2004826,NA,"plus","zinc ribbon domain-containing protein","",0,"protein-coding",NA,"WP_022046834.1",167,"ACIRUI_RS09665","roseburia_faecis.tsv"
"31391","NZ_CP173697.1",2004929,2005756,NA,"minus","energy-coupling factor transporter transmembrane protein EcfT","",0,"protein-coding",NA,"WP_055068365.1",275,"ACIRUI_RS09670","roseburia_faecis.tsv"
"31392","NZ_CP173697.1",2005756,2007456,NA,"minus","ABC transporter ATP-binding protein","",0,"protein-coding",NA,"WP_055068366.1",566,"ACIRUI_RS09675","roseburia_faecis.tsv"
"31393","NZ_CP173697.1",2007463,2008014,NA,"minus","ECF-type riboflavin transporter substrate-binding protein","",0,"protein-coding",NA,"WP_022046831.1",183,"ACIRUI_RS09680","roseburia_faecis.tsv"
"31394","NZ_CP173697.1",2008106,2009503,NA,"minus","sodium:alanine symporter family protein","",0,"protein-coding",NA,"WP_055068367.1",465,"ACIRUI_RS09685","roseburia_faecis.tsv"
"31395","NZ_CP173697.1",2009602,2009955,NA,"plus","hypothetical protein","",0,"protein-coding",NA,"WP_055068368.1",117,"ACIRUI_RS09690","roseburia_faecis.tsv"
"31396","NZ_CP173697.1",2009981,2011036,NA,"minus","16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH","rsmH",0,"protein-coding",NA,"WP_055068369.1",351,"ACIRUI_RS09695","roseburia_faecis.tsv"
"31397","NZ_CP173697.1",2011171,2011641,NA,"minus","8-oxo-dGTP diphosphatase","",0,"protein-coding",NA,"WP_055068417.1",156,"ACIRUI_RS09700","roseburia_faecis.tsv"
"31398","NZ_CP173697.1",2011799,2012215,NA,"minus","DUF4143 domain-containing protein","",0,"protein-coding",NA,"WP_055068370.1",138,"ACIRUI_RS09705","roseburia_faecis.tsv"
"31399","NZ_CP173697.1",2012706,2013608,NA,"plus","hypothetical protein","",0,"protein-coding",NA,"WP_055068371.1",300,"ACIRUI_RS09710","roseburia_faecis.tsv"
"31400","NZ_CP173697.1",2013896,2015512,NA,"minus","hypothetical protein","",0,"protein-coding",NA,"WP_055068418.1",538,"ACIRUI_RS09715","roseburia_faecis.tsv"
"31401","NZ_CP173697.1",2015937,2016866,NA,"plus","AEC family transporter","",0,"protein-coding",NA,"WP_055068372.1",309,"ACIRUI_RS09720","roseburia_faecis.tsv"
"31402","NZ_CP173697.1",2016838,2017539,NA,"minus","MerR family transcriptional regulator","",0,"protein-coding",NA,"WP_055068373.1",233,"ACIRUI_RS09725","roseburia_faecis.tsv"
"31403","NZ_CP173697.1",2017578,2019197,NA,"minus","MutS-related protein","",0,"protein-coding",NA,"WP_055068374.1",539,"ACIRUI_RS09730","roseburia_faecis.tsv"
"31404","NZ_CP173697.1",2019268,2020494,NA,"minus","chloride channel protein","",0,"protein-coding",NA,"WP_082413901.1",408,"ACIRUI_RS09735","roseburia_faecis.tsv"
"31405","NZ_CP173697.1",2020867,2022012,NA,"plus","lactaldehyde reductase","fucO",0,"protein-coding",NA,"WP_022046819.1",381,"ACIRUI_RS09740","roseburia_faecis.tsv"
"31406","NZ_CP173697.1",2022137,2022703,NA,"minus","TetR/AcrR family transcriptional regulator C-terminal domain-containing protein","",0,"protein-coding",NA,"WP_055068375.1",188,"ACIRUI_RS09745","roseburia_faecis.tsv"
"31407","NZ_CP173697.1",2024032,2025390,NA,"minus","flagellin lysine-N-methylase","fliB",0,"protein-coding",NA,"WP_055068376.1",452,"ACIRUI_RS09750","roseburia_faecis.tsv"
"31408","NZ_CP173697.1",2025403,2025888,NA,"minus","hypothetical protein","",0,"protein-coding",NA,"WP_055068377.1",161,"ACIRUI_RS09755","roseburia_faecis.tsv"
"31409","NZ_CP173697.1",2025885,2026094,NA,"minus","helix-turn-helix transcriptional regulator","",0,"protein-coding",NA,"WP_022044877.1",69,"ACIRUI_RS09760","roseburia_faecis.tsv"
"31410","NZ_CP173697.1",2026282,2027391,NA,"plus","iron-containing alcohol dehydrogenase family protein","",0,"protein-coding",NA,"WP_055068378.1",369,"ACIRUI_RS09765","roseburia_faecis.tsv"
"31411","NZ_CP173697.1",2027384,2028577,NA,"plus","hypothetical protein","",0,"protein-coding",NA,"WP_055068379.1",397,"ACIRUI_RS09770","roseburia_faecis.tsv"
"31412","NZ_CP173697.1",2028669,2029481,NA,"plus","DUF6612 family protein","",0,"protein-coding",NA,"WP_022044880.1",270,"ACIRUI_RS09775","roseburia_faecis.tsv"
"31413","NZ_CP173697.1",2029534,2030007,NA,"minus","LURP-one-related/scramblase family protein","",0,"protein-coding",NA,"WP_055068380.1",157,"ACIRUI_RS09780","roseburia_faecis.tsv"
"31414","NZ_CP173697.1",2030004,2030873,NA,"minus","hypothetical protein","",0,"protein-coding",NA,"WP_055068381.1",289,"ACIRUI_RS09785","roseburia_faecis.tsv"
"31415","NZ_CP173697.1",2030895,2032199,NA,"minus","MYG1 family protein","",0,"protein-coding",NA,"WP_055068382.1",434,"ACIRUI_RS09790","roseburia_faecis.tsv"
"31416","NZ_CP173697.1",2032209,2032358,NA,"minus","hypothetical protein","",0,"protein-coding",NA,"WP_022044884.1",49,"ACIRUI_RS09795","roseburia_faecis.tsv"
"31417","NZ_CP173697.1",2033047,2034003,NA,"minus","DUF3878 family protein","",0,"protein-coding",NA,"WP_022045507.1",318,"ACIRUI_RS09800","roseburia_faecis.tsv"
"31418","NZ_CP173697.1",2034138,2035247,NA,"minus","GntR family transcriptional regulator","",0,"protein-coding",NA,"WP_055068383.1",369,"ACIRUI_RS09805","roseburia_faecis.tsv"
"31419","NZ_CP173697.1",2035275,2036246,NA,"minus","ABC transporter permease","",0,"protein-coding",NA,"WP_082413902.1",323,"ACIRUI_RS09810","roseburia_faecis.tsv"
"31420","NZ_CP173697.1",2036257,2037756,NA,"minus","sugar ABC transporter ATP-binding protein","",0,"protein-coding",NA,"WP_055068384.1",499,"ACIRUI_RS09815","roseburia_faecis.tsv"
"31421","NZ_CP173697.1",2037776,2038726,NA,"minus","ABC transporter permease","",0,"protein-coding",NA,"WP_022045503.1",316,"ACIRUI_RS09820","roseburia_faecis.tsv"
"31422","NZ_CP173697.1",2038818,2039987,NA,"minus","sugar ABC transporter substrate-binding protein","",0,"protein-coding",NA,"WP_022045502.1",389,"ACIRUI_RS09825","roseburia_faecis.tsv"
"31423","NZ_CP173697.1",2040413,2040649,NA,"plus","hypothetical protein","",0,"protein-coding",NA,"WP_022045501.1",78,"ACIRUI_RS09830","roseburia_faecis.tsv"
"31424","NZ_CP173697.1",2040762,2042342,NA,"minus","glucose-6-phosphate isomerase","",0,"protein-coding",NA,"WP_022045500.1",526,"ACIRUI_RS09835","roseburia_faecis.tsv"
"31425","NZ_CP173697.1",2042522,2043610,NA,"plus","GGDEF domain-containing protein","",0,"protein-coding",NA,"WP_261291826.1",362,"ACIRUI_RS09840","roseburia_faecis.tsv"
"31426","NZ_CP173697.1",2043613,2044674,NA,"minus","FUSC family protein","",0,"protein-coding",NA,"WP_055068386.1",353,"ACIRUI_RS09845","roseburia_faecis.tsv"
"31427","NZ_CP173697.1",2044815,2045375,NA,"minus","flavin reductase family protein","",0,"protein-coding",NA,"WP_055068387.1",186,"ACIRUI_RS09850","roseburia_faecis.tsv"
"31428","NZ_CP173697.1",2045935,2047017,NA,"minus","ABC transporter ATP-binding protein","",0,"protein-coding",NA,"WP_055068422.1",360,"ACIRUI_RS09855","roseburia_faecis.tsv"
"31429","NZ_CP173697.1",2047239,2048291,NA,"minus","iron ABC transporter permease","",0,"protein-coding",NA,"WP_055068388.1",350,"ACIRUI_RS09860","roseburia_faecis.tsv"
"31430","NZ_CP173697.1",2048353,2049915,NA,"minus","ABC transporter substrate-binding protein","",0,"protein-coding",NA,"WP_261291827.1",520,"ACIRUI_RS09865","roseburia_faecis.tsv"
"31431","NZ_CP173697.1",2052285,2053673,NA,"minus","HAMP domain-containing sensor histidine kinase","",0,"protein-coding",NA,"WP_055068390.1",462,"ACIRUI_RS09875","roseburia_faecis.tsv"
"31432","NZ_CP173697.1",2053664,2054323,NA,"minus","response regulator transcription factor","",0,"protein-coding",NA,"WP_055068391.1",219,"ACIRUI_RS09880","roseburia_faecis.tsv"
"31433","NZ_CP173697.1",2054316,2055062,NA,"minus","lantibiotic immunity ABC transporter MutG family permease subunit","",0,"protein-coding",NA,"WP_082413903.1",248,"ACIRUI_RS09885","roseburia_faecis.tsv"
"31434","NZ_CP173697.1",2055035,2055799,NA,"minus","lantibiotic immunity ABC transporter MutE/EpiE family permease subunit","",0,"protein-coding",NA,"WP_022045480.1",254,"ACIRUI_RS09890","roseburia_faecis.tsv"
"31435","NZ_CP173697.1",2055796,2056500,NA,"minus","lantibiotic protection ABC transporter ATP-binding protein","",0,"protein-coding",NA,"WP_055068392.1",234,"ACIRUI_RS09895","roseburia_faecis.tsv"
"31436","NZ_CP173697.1",2056782,2057204,NA,"minus","RNA polymerase sigma factor","",0,"protein-coding",NA,"WP_243130518.1",140,"ACIRUI_RS09900","roseburia_faecis.tsv"
"31437","NZ_CP173697.1",2058046,2058192,NA,"minus","hypothetical protein","",0,"protein-coding",NA,"WP_176694791.1",48,"ACIRUI_RS09905","roseburia_faecis.tsv"
"31438","NZ_CP173697.1",2058347,2059084,NA,"minus","glucosamine-6-phosphate deaminase","nagB",0,"protein-coding",NA,"WP_055068393.1",245,"ACIRUI_RS09910","roseburia_faecis.tsv"
"31439","NZ_CP173697.1",2059156,2060022,NA,"minus","HAD family hydrolase","",0,"protein-coding",NA,"WP_055068394.1",288,"ACIRUI_RS09915","roseburia_faecis.tsv"
"31440","NZ_CP173697.1",2060325,2061500,NA,"plus","IS110 family transposase","",0,"protein-coding",NA,"WP_015516751.1",391,"ACIRUI_RS09920","roseburia_faecis.tsv"
"31441","NZ_CP173697.1",2061655,2062152,NA,"minus","DUF6591 domain-containing protein","",0,"protein-coding",NA,"WP_055068395.1",165,"ACIRUI_RS09925","roseburia_faecis.tsv"
"31442","NZ_CP173697.1",2062149,2062577,NA,"minus","MerR family transcriptional regulator","",0,"protein-coding",NA,"WP_022046225.1",142,"ACIRUI_RS09930","roseburia_faecis.tsv"
"31443","NZ_CP173697.1",2062862,2063497,NA,"minus","lactate utilization protein","",0,"protein-coding",NA,"WP_055068396.1",211,"ACIRUI_RS09935","roseburia_faecis.tsv"
"31444","NZ_CP173697.1",2063522,2063695,NA,"minus","hypothetical protein","",0,"protein-coding",NA,"WP_055068397.1",57,"ACIRUI_RS09940","roseburia_faecis.tsv"
"31445","NZ_CP173697.1",2063717,2064571,NA,"minus","N-acetylmuramoyl-L-alanine amidase","",0,"protein-coding",NA,"WP_082413904.1",284,"ACIRUI_RS09945","roseburia_faecis.tsv"
"31446","NZ_CP173697.1",2064752,2065294,NA,"plus","ECF transporter S component","",0,"protein-coding",NA,"WP_022046221.1",180,"ACIRUI_RS09950","roseburia_faecis.tsv"
"31447","NZ_CP173697.1",2065388,2067727,NA,"minus","ABC transporter permease","",0,"protein-coding",NA,"WP_055068398.1",779,"ACIRUI_RS09955","roseburia_faecis.tsv"
"31448","NZ_CP173697.1",2067738,2068454,NA,"minus","ABC transporter ATP-binding protein","",0,"protein-coding",NA,"WP_055068399.1",238,"ACIRUI_RS09960","roseburia_faecis.tsv"
"31449","NZ_CP173697.1",2068636,2069262,NA,"minus","TetR/AcrR family transcriptional regulator","",0,"protein-coding",NA,"WP_022046218.1",208,"ACIRUI_RS09965","roseburia_faecis.tsv"
"31450","NZ_CP173697.1",2069359,2070360,NA,"minus","bile acid:sodium symporter family protein","",0,"protein-coding",NA,"WP_022046217.1",333,"ACIRUI_RS09970","roseburia_faecis.tsv"
"31451","NZ_CP173697.1",2070834,2071679,NA,"minus","M15 family metallopeptidase","",0,"protein-coding",NA,"WP_022046216.1",281,"ACIRUI_RS09975","roseburia_faecis.tsv"
"31452","NZ_CP173697.1",2071886,2074924,NA,"minus","AAA domain-containing protein","",0,"protein-coding",NA,"WP_022046215.1",1012,"ACIRUI_RS09980","roseburia_faecis.tsv"
"31453","NZ_CP173697.1",2075003,2075227,NA,"minus","hypothetical protein","",0,"protein-coding",NA,"WP_022046214.1",74,"ACIRUI_RS09985","roseburia_faecis.tsv"
"31454","NZ_CP173697.1",2075224,2075511,NA,"minus","hypothetical protein","",0,"protein-coding",NA,"WP_055068400.1",95,"ACIRUI_RS09990","roseburia_faecis.tsv"
"31455","NZ_CP173697.1",2075528,2075608,NA,"minus","hypothetical protein","",0,"protein-coding",NA,"WP_405560150.1",26,"ACIRUI_RS09995","roseburia_faecis.tsv"
"31456","NZ_CP173697.1",2075723,2076439,NA,"minus","AAA family ATPase","",0,"protein-coding",NA,"WP_006856526.1",238,"ACIRUI_RS10000","roseburia_faecis.tsv"
"31457","NZ_CP173697.1",2077007,2077375,NA,"minus","hypothetical protein","",0,"protein-coding",NA,"WP_055068401.1",122,"ACIRUI_RS10010","roseburia_faecis.tsv"
"31458","NZ_CP173697.1",2077388,2077627,NA,"minus","hypothetical protein","",0,"protein-coding",NA,"WP_055068402.1",79,"ACIRUI_RS10015","roseburia_faecis.tsv"
"31459","NZ_CP173697.1",2077590,2078234,NA,"minus","MobA/MobL family protein","",0,"protein-coding",NA,"WP_243130496.1",214,"ACIRUI_RS10020","roseburia_faecis.tsv"
"31460","NZ_CP173697.1",2078713,2079219,NA,"minus","hypothetical protein","",0,"protein-coding",NA,"WP_055068403.1",168,"ACIRUI_RS10025","roseburia_faecis.tsv"
"31461","NZ_CP173697.1",2079292,2080611,NA,"minus","sensor histidine kinase","",0,"protein-coding",NA,"WP_055068404.1",439,"ACIRUI_RS10030","roseburia_faecis.tsv"
"31462","NZ_CP173697.1",2080616,2081326,NA,"minus","LytTR family DNA-binding domain-containing protein","",0,"protein-coding",NA,"WP_055068405.1",236,"ACIRUI_RS10035","roseburia_faecis.tsv"
"31463","NZ_CP173697.1",2082146,2082268,NA,"minus","transposon-transfer assisting family protein","",0,"protein-coding",NA,"WP_314733828.1",40,"ACIRUI_RS10040","roseburia_faecis.tsv"
"31464","NZ_CP173697.1",2082600,2083328,NA,"minus","plasmid recombination protein","",0,"protein-coding",NA,"WP_261291829.1",242,"ACIRUI_RS10050","roseburia_faecis.tsv"
"31465","NZ_CP173697.1",2083364,2083609,NA,"minus","DUF5688 family protein","",0,"protein-coding",NA,"WP_055068407.1",81,"ACIRUI_RS10055","roseburia_faecis.tsv"
"31466","NZ_CP173697.1",2083893,2087615,NA,"minus","hypothetical protein","",0,"protein-coding",NA,"WP_055068408.1",1240,"ACIRUI_RS10060","roseburia_faecis.tsv"
"31467","NZ_CP173697.1",2087645,2087845,NA,"minus","hypothetical protein","",0,"protein-coding",NA,"WP_055068409.1",66,"ACIRUI_RS10065","roseburia_faecis.tsv"
"31468","NZ_CP173697.1",2087811,2088338,NA,"minus","hypothetical protein","",0,"protein-coding",NA,"WP_055068410.1",175,"ACIRUI_RS10070","roseburia_faecis.tsv"
"31469","NZ_CP173697.1",2088448,2090085,NA,"minus","IS66 family transposase","tnpC",0,"protein-coding",NA,"WP_405560067.1",545,"ACIRUI_RS10075","roseburia_faecis.tsv"
"31470","NZ_CP173697.1",2090148,2090504,NA,"minus","IS66 family insertion sequence element accessory protein TnpB","tnpB",0,"protein-coding",NA,"WP_278998291.1",118,"ACIRUI_RS10080","roseburia_faecis.tsv"
"31471","NZ_CP173697.1",2090498,2090899,NA,"minus","IS66 family insertion sequence element accessory protein TnpA","tnpA",0,"protein-coding",NA,"WP_055068692.1",133,"ACIRUI_RS10085","roseburia_faecis.tsv"
"31472","NZ_CP173697.1",2091305,2091607,NA,"minus","helix-turn-helix transcriptional regulator","",0,"protein-coding",NA,"WP_082413811.1",100,"ACIRUI_RS10095","roseburia_faecis.tsv"
"31473","NZ_CP173697.1",2091729,2091872,NA,"minus","hypothetical protein","",0,"protein-coding",NA,"WP_015554546.1",47,"ACIRUI_RS10100","roseburia_faecis.tsv"
"31474","NZ_CP173697.1",2092741,2094300,NA,"minus","cardiolipin synthase","cls",0,"protein-coding",NA,"WP_055067588.1",519,"ACIRUI_RS10110","roseburia_faecis.tsv"
"31475","NZ_CP173697.1",2095087,2097147,NA,"minus","lysine--tRNA ligase","lysS",0,"protein-coding",NA,"WP_055067587.1",686,"ACIRUI_RS10120","roseburia_faecis.tsv"
"31476","NZ_CP173697.1",2097162,2097647,NA,"minus","transcription elongation factor GreA","greA",0,"protein-coding",NA,"WP_022045629.1",161,"ACIRUI_RS10125","roseburia_faecis.tsv"
"31477","NZ_CP173697.1",2097872,2098840,NA,"minus","tRNA dihydrouridine synthase DusB","dusB",0,"protein-coding",NA,"WP_055067586.1",322,"ACIRUI_RS10130","roseburia_faecis.tsv"
"31478","NZ_CP173697.1",2098843,2099622,NA,"minus","type III pantothenate kinase","",0,"protein-coding",NA,"WP_055067585.1",259,"ACIRUI_RS10135","roseburia_faecis.tsv"
"31479","NZ_CP173697.1",2099619,2099981,NA,"minus","DUF6145 family protein","",0,"protein-coding",NA,"WP_055067591.1",120,"ACIRUI_RS10140","roseburia_faecis.tsv"
"31480","NZ_CP173697.1",2099974,2100951,NA,"minus","biotin--[acetyl-CoA-carboxylase] ligase","",0,"protein-coding",NA,"WP_055067584.1",325,"ACIRUI_RS10145","roseburia_faecis.tsv"
"31481","NZ_CP173697.1",2100993,2101982,NA,"minus","ornithine carbamoyltransferase","argF",0,"protein-coding",NA,"WP_055067583.1",329,"ACIRUI_RS10150","roseburia_faecis.tsv"
"31482","NZ_CP173697.1",2102113,2103375,NA,"minus","cell wall hydrolase","",0,"protein-coding",NA,"WP_055067582.1",420,"ACIRUI_RS10155","roseburia_faecis.tsv"
"31483","NZ_CP173697.1",2104184,2105260,NA,"plus","undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase","",0,"protein-coding",NA,"WP_055067581.1",358,"ACIRUI_RS10160","roseburia_faecis.tsv"
"31484","NZ_CP173697.1",2105350,2105760,NA,"minus","HIT family protein","",0,"protein-coding",NA,"WP_022045638.1",136,"ACIRUI_RS10165","roseburia_faecis.tsv"
"31485","NZ_CP173697.1",2105772,2106761,NA,"minus","SCP2 sterol-binding domain-containing protein","",0,"protein-coding",NA,"WP_022045639.1",329,"ACIRUI_RS10170","roseburia_faecis.tsv"
"31486","NZ_CP173697.1",2106786,2107409,NA,"minus","rhomboid family intramembrane serine protease","",0,"protein-coding",NA,"WP_055067580.1",207,"ACIRUI_RS10175","roseburia_faecis.tsv"
"31487","NZ_CP173697.1",2107476,2108723,NA,"minus","DUF6382 domain-containing protein","",0,"protein-coding",NA,"WP_055067579.1",415,"ACIRUI_RS10180","roseburia_faecis.tsv"
