locus_tag	ftype	length_bp	gene	EC_number	COG	product
EKHJKCLP_04210	CDS	504	ecfG_3			ECF RNA polymerase sigma factor EcfG
EKHJKCLP_04211	CDS	1290				hypothetical protein
EKHJKCLP_04212	CDS	1338				hypothetical protein
EKHJKCLP_04213	CDS	1002	ldhA	1.1.1.28	COG1052	D-lactate dehydrogenase
EKHJKCLP_04214	CDS	705	yhhW	1.13.11.24	COG1741	Quercetin 2,3-dioxygenase
EKHJKCLP_04215	CDS	648	pdxH	1.4.3.5	COG0259	Pyridoxine/pyridoxamine 5'-phosphate oxidase
EKHJKCLP_04216	CDS	732				hypothetical protein
EKHJKCLP_04217	CDS	1146				hypothetical protein
EKHJKCLP_04218	CDS	378				hypothetical protein
EKHJKCLP_04219	CDS	186				hypothetical protein
EKHJKCLP_04220	CDS	732				hypothetical protein
EKHJKCLP_04221	CDS	603	resA_16			Thiol-disulfide oxidoreductase ResA
EKHJKCLP_04222	tRNA	75				tRNA-Thr(tgt)
EKHJKCLP_04223	CDS	318				hypothetical protein
EKHJKCLP_04224	CDS	687				hypothetical protein
EKHJKCLP_04225	CDS	537				hypothetical protein
EKHJKCLP_04226	CDS	1689				hypothetical protein
EKHJKCLP_04227	CDS	336				hypothetical protein
EKHJKCLP_04228	CDS	1656				IS1182 family transposase ISBthe2
EKHJKCLP_04229	CDS	879				hypothetical protein
EKHJKCLP_04230	tRNA	73				tRNA-Cys(gca)
EKHJKCLP_04231	CDS	216				hypothetical protein
EKHJKCLP_04232	CDS	2487	der_2			GTPase Der
EKHJKCLP_04233	CDS	1281	tilS	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
EKHJKCLP_04234	CDS	837	rsxB_4	7.-.-.-		Ion-translocating oxidoreductase complex subunit B
EKHJKCLP_04235	CDS	2199	rho	3.6.4.-		Transcription termination factor Rho
EKHJKCLP_04236	CDS	186				hypothetical protein
EKHJKCLP_04237	CDS	1467		3.1.6.-	COG3119	Delta 4,5-hexuronate-2-O-sulfatase
EKHJKCLP_04238	CDS	1851	sasA_12	2.7.13.3		Adaptive-response sensory-kinase SasA
EKHJKCLP_04239	CDS	1965				hypothetical protein
EKHJKCLP_04240	CDS	1323	mdtK_2			Multidrug resistance protein MdtK
EKHJKCLP_04241	CDS	1323	ffh	3.6.5.4	COG0541	Signal recognition particle protein
EKHJKCLP_04242	CDS	879				hypothetical protein
EKHJKCLP_04243	CDS	786	ccsA_4			Cytochrome c biogenesis protein CcsA
EKHJKCLP_04244	CDS	1386	ccp	1.11.1.-	COG1858	Cytochrome c peroxidase Ccp
EKHJKCLP_04245	CDS	882	folD		COG0190	Bifunctional protein FolD protein
EKHJKCLP_04246	CDS	1155				hypothetical protein
EKHJKCLP_04247	tRNA	77				tRNA-His(gtg)
EKHJKCLP_04248	CDS	240				hypothetical protein
EKHJKCLP_04249	CDS	1857	ruvB_2	3.6.4.-		Holliday junction branch migration complex subunit RuvB
EKHJKCLP_04250	CDS	297				hypothetical protein
EKHJKCLP_04251	CDS	342				hypothetical protein
EKHJKCLP_04252	CDS	597				hypothetical protein
EKHJKCLP_04253	CDS	234				hypothetical protein
EKHJKCLP_04254	CDS	1461	pepD_2	3.4.13.18	COG2195	Cytosol non-specific dipeptidase
EKHJKCLP_04255	CDS	999				hypothetical protein
EKHJKCLP_04256	CDS	1176	ybdG_2		COG0668	Mechanosensing system component YbdG
EKHJKCLP_04257	CDS	1818				hypothetical protein
EKHJKCLP_04258	CDS	3075	lacZ_14	3.2.1.23	COG3250	Beta-galactosidase
EKHJKCLP_04259	CDS	2325				hypothetical protein
EKHJKCLP_04260	CDS	1584		3.1.6.-	COG3119	N-acetylglucosamine-6-O-sulfatase
EKHJKCLP_04261	CDS	1845				hypothetical protein
EKHJKCLP_04262	CDS	3213	susC_11		COG1629	TonB-dependent receptor SusC
EKHJKCLP_04263	CDS	759	murU	2.7.7.99	COG1208	N-acetylmuramate alpha-1-phosphate uridylyltransferase
EKHJKCLP_04264	CDS	1512	rapZ			RNase adapter protein RapZ
EKHJKCLP_04265	CDS	3948	rcsC_43	2.7.13.3		Sensor histidine kinase RcsC
EKHJKCLP_04266	CDS	657	tal	2.2.1.2	COG0176	Transaldolase
EKHJKCLP_04267	CDS	1053	fbaB_2	4.1.2.13	COG1830	Fructose-bisphosphate aldolase class 1
EKHJKCLP_04268	CDS	747	gpmA_2	5.4.2.11	COG0588	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
EKHJKCLP_04269	CDS	1869	rcsC_44	2.7.13.3		Sensor histidine kinase RcsC
EKHJKCLP_04270	CDS	1452	modF		COG1119	ABC transporter ATP-binding protein ModF
EKHJKCLP_04271	CDS	2001	pulA	3.2.1.41	COG1523	Pullulanase
EKHJKCLP_04272	CDS	567	ruvC	3.1.21.10		Crossover junction endodeoxyribonuclease RuvC
EKHJKCLP_04273	CDS	303				hypothetical protein
EKHJKCLP_04274	tRNA	75				tRNA-Ala(ggc)
EKHJKCLP_04275	CDS	213				hypothetical protein
EKHJKCLP_04276	CDS	939				hypothetical protein
EKHJKCLP_04277	CDS	2616				hypothetical protein
EKHJKCLP_04278	CDS	960				hypothetical protein
EKHJKCLP_04279	CDS	1353				hypothetical protein
EKHJKCLP_04280	CDS	732	opuBA		COG0517	Choline transport ATP-binding protein OpuBA
EKHJKCLP_04281	CDS	768	ribX		COG0600	Riboflavin transport system permease protein RibX
EKHJKCLP_04282	CDS	1014				hypothetical protein
EKHJKCLP_04283	CDS	1020	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
EKHJKCLP_04284	CDS	1197	yfcJ			putative MFS-type transporter YfcJ
EKHJKCLP_04285	CDS	678	nth	4.2.99.18	COG0177	Endonuclease III
EKHJKCLP_04286	CDS	1260	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
EKHJKCLP_04287	CDS	969				hypothetical protein
EKHJKCLP_04288	CDS	1044				hypothetical protein
EKHJKCLP_04289	CDS	1185				hypothetical protein
EKHJKCLP_04290	CDS	2208				hypothetical protein
EKHJKCLP_04291	CDS	582	maf	3.6.1.9	COG0424	dTTP/UTP pyrophosphatase
EKHJKCLP_04292	CDS	522	kdsC	3.1.3.45	COG1778	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC
EKHJKCLP_04293	CDS	795	proC_2	1.5.1.2		Pyrroline-5-carboxylate reductase
EKHJKCLP_04294	CDS	336				hypothetical protein
EKHJKCLP_04295	CDS	537				hypothetical protein
EKHJKCLP_04296	CDS	213				hypothetical protein
EKHJKCLP_04297	CDS	543	csh	3.13.1.5		Carbon disulfide hydrolase
EKHJKCLP_04298	CDS	1023				hypothetical protein
EKHJKCLP_04299	CDS	405	epi	5.1.99.-	COG0346	Ethylmalonyl-CoA/methylmalonyl-CoA epimerase
EKHJKCLP_04300	CDS	1554	pccB_2	6.4.1.3	COG4799	Propionyl-CoA carboxylase beta chain
EKHJKCLP_04301	CDS	918				hypothetical protein
EKHJKCLP_04302	CDS	435				hypothetical protein
EKHJKCLP_04303	CDS	1161	mmdB_1	7.2.4.3		Methylmalonyl-CoA decarboxylase subunit beta
EKHJKCLP_04304	CDS	1335				hypothetical protein
EKHJKCLP_04305	CDS	1005	fda	4.1.2.13	COG0191	Fructose-bisphosphate aldolase
EKHJKCLP_04306	CDS	255	rpmE2		COG0254	Large ribosomal subunit protein bL31B
EKHJKCLP_04307	CDS	468				hypothetical protein
EKHJKCLP_04308	CDS	1056	srpA_1			Solvent efflux pump periplasmic linker SrpA
EKHJKCLP_04309	CDS	3033	mexB			Multidrug resistance protein MexB
EKHJKCLP_04310	CDS	1272				hypothetical protein
EKHJKCLP_04311	CDS	1236	mmdB_2	7.2.4.3		Methylmalonyl-CoA decarboxylase subunit beta
EKHJKCLP_04312	CDS	1833	cfiA	6.4.1.7	COG0511	2-oxoglutarate carboxylase large subunit
EKHJKCLP_04313	CDS	261	oadG	7.2.4.2		oxaloacetate decarboxylase gamma chain
EKHJKCLP_04314	CDS	846				hypothetical protein
EKHJKCLP_04315	CDS	591				hypothetical protein
EKHJKCLP_04316	CDS	1575	prfC		COG4108	Peptide chain release factor 3
EKHJKCLP_04317	CDS	849	rmlD_3	1.1.1.133		dTDP-4-dehydrorhamnose reductase
EKHJKCLP_04318	CDS	546				hypothetical protein
EKHJKCLP_04319	CDS	654				hypothetical protein
EKHJKCLP_04320	CDS	3705	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase
EKHJKCLP_04321	CDS	2460				hypothetical protein
EKHJKCLP_04322	CDS	1554	rcsC_45	2.7.13.3		Sensor histidine kinase RcsC
EKHJKCLP_04323	CDS	543	srpC_1		COG2059	putative chromate transport protein
EKHJKCLP_04324	CDS	549	srpC_2		COG2059	putative chromate transport protein
EKHJKCLP_04325	CDS	1587				hypothetical protein
EKHJKCLP_04326	CDS	2772	uvrA_2			UvrABC system protein A
EKHJKCLP_04327	CDS	486				hypothetical protein
EKHJKCLP_04328	CDS	231				hypothetical protein
EKHJKCLP_04329	CDS	1431				hypothetical protein
EKHJKCLP_04330	CDS	1452				hypothetical protein
EKHJKCLP_04331	CDS	2364				hypothetical protein
EKHJKCLP_04332	CDS	1200				hypothetical protein
EKHJKCLP_04333	CDS	1179				hypothetical protein
EKHJKCLP_04334	CDS	3549		1.2.7.1	COG0674	Pyruvate:ferredoxin oxidoreductase
EKHJKCLP_04335	CDS	867				hypothetical protein
EKHJKCLP_04336	CDS	828	opuAB		COG4176	Glycine betaine transport system permease protein OpuAB
EKHJKCLP_04337	CDS	1227	gbuA	7.6.2.9		Glycine betaine/carnitine transport ATP-binding protein GbuA
EKHJKCLP_04338	CDS	339	atl		COG3695	DNA base-flipping protein
EKHJKCLP_04339	CDS	1329				hypothetical protein
EKHJKCLP_04340	CDS	2772	rcsC_46	2.7.13.3		Sensor histidine kinase RcsC
EKHJKCLP_04341	CDS	888	pfkB	2.7.1.11	COG0524	ATP-dependent 6-phosphofructokinase
EKHJKCLP_04342	CDS	1170				hypothetical protein
EKHJKCLP_04343	CDS	1827				hypothetical protein
EKHJKCLP_04344	CDS	1953				hypothetical protein
EKHJKCLP_04345	CDS	1110				hypothetical protein
EKHJKCLP_04346	CDS	1758				hypothetical protein
EKHJKCLP_04347	CDS	3072			COG4771	TonB-dependent receptor P3
EKHJKCLP_04348	CDS	1863	sacC	3.2.1.80	COG1621	Levanase
EKHJKCLP_04349	CDS	846				hypothetical protein
EKHJKCLP_04350	CDS	522				hypothetical protein
EKHJKCLP_04351	CDS	1206				hypothetical protein
EKHJKCLP_04352	CDS	1338				hypothetical protein
EKHJKCLP_04353	CDS	1089	nanM_3	5.1.3.24		N-acetylneuraminate epimerase
EKHJKCLP_04354	CDS	342				hypothetical protein
EKHJKCLP_04355	CDS	1185	pepC	3.4.22.40		Aminopeptidase C
EKHJKCLP_04356	CDS	729	lytR_2		COG3279	Transcriptional regulatory protein LytR
EKHJKCLP_04357	CDS	1206				hypothetical protein
EKHJKCLP_04358	CDS	1206				hypothetical protein
EKHJKCLP_04359	CDS	1317				hypothetical protein
EKHJKCLP_04360	CDS	2844	btuB_11			Vitamin B12 transporter BtuB
EKHJKCLP_04361	CDS	681				hypothetical protein
EKHJKCLP_04362	CDS	1881				hypothetical protein
EKHJKCLP_04363	CDS	873	carD	1.3.1.108	COG2086	Caffeyl-CoA reductase-Etf complex subunit CarD
EKHJKCLP_04364	CDS	1020	carE	1.3.1.108	COG2025	Caffeyl-CoA reductase-Etf complex subunit CarE
EKHJKCLP_04365	CDS	1707	caiA	1.3.8.13		Crotonobetainyl-CoA reductase
EKHJKCLP_04366	CDS	1755	glpG	3.4.21.105		Rhomboid protease GlpG
EKHJKCLP_04367	CDS	420				hypothetical protein
EKHJKCLP_04368	CDS	5061				hypothetical protein
EKHJKCLP_04369	CDS	471	msrC	1.8.4.14	COG1956	Free methionine-R-sulfoxide reductase
EKHJKCLP_04370	CDS	1656				IS1182 family transposase ISBthe2
EKHJKCLP_04371	CDS	315				hypothetical protein
EKHJKCLP_04372	CDS	966	dnaJ2		COG0484	Chaperone protein DnaJ 2
EKHJKCLP_04373	CDS	1704				hypothetical protein
EKHJKCLP_04374	CDS	1197				hypothetical protein
EKHJKCLP_04375	CDS	1014	ltaE	4.1.2.48		Low specificity L-threonine aldolase
EKHJKCLP_04376	CDS	219				hypothetical protein
EKHJKCLP_04377	CDS	1842	poxB	1.2.5.1	COG0028	Pyruvate dehydrogenase [ubiquinone]
EKHJKCLP_04378	CDS	918				hypothetical protein
EKHJKCLP_04379	CDS	978				hypothetical protein
EKHJKCLP_04380	CDS	501				hypothetical protein
EKHJKCLP_04381	CDS	1131			COG2885	Outer membrane protein 40
EKHJKCLP_04382	CDS	2904				hypothetical protein
EKHJKCLP_04383	CDS	939				hypothetical protein
EKHJKCLP_04384	CDS	2511				hypothetical protein
EKHJKCLP_04385	CDS	939				hypothetical protein
EKHJKCLP_04386	CDS	1638	groEL	5.6.1.7		Chaperonin GroEL
EKHJKCLP_04387	CDS	273	groES		COG0234	Co-chaperonin GroES
EKHJKCLP_04388	CDS	549	nudF	3.6.1.13	COG0494	ADP-ribose pyrophosphatase
EKHJKCLP_04389	CDS	168				hypothetical protein
EKHJKCLP_04390	CDS	1470	rsxB_5	7.-.-.-		Ion-translocating oxidoreductase complex subunit B
EKHJKCLP_04391	CDS	1047		1.8.-.-	COG0502	[FeFe] hydrogenase maturase subunit HydE
EKHJKCLP_04392	CDS	1422	bioB	2.8.1.6		Biotin synthase
EKHJKCLP_04393	CDS	1227	mnmE_2	3.6.-.-		tRNA modification GTPase MnmE
EKHJKCLP_04394	CDS	2538	tolB			Tol-Pal system protein TolB
EKHJKCLP_04395	CDS	1365	hisS	6.1.1.21	COG0124	Histidine--tRNA ligase
EKHJKCLP_04396	CDS	681				hypothetical protein
EKHJKCLP_04397	CDS	1305				hypothetical protein
EKHJKCLP_04398	CDS	1272	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
EKHJKCLP_04399	CDS	489	fur		COG0735	Ferric uptake regulation protein
EKHJKCLP_04400	CDS	666				hypothetical protein
EKHJKCLP_04401	CDS	2028				hypothetical protein
EKHJKCLP_04402	CDS	465				hypothetical protein
EKHJKCLP_04403	CDS	1806	recQ_2	5.6.2.4	COG0514	ATP-dependent DNA helicase RecQ
EKHJKCLP_04404	CDS	819				hypothetical protein
EKHJKCLP_04405	CDS	951	cysK1_2	2.5.1.47	COG0031	O-acetylserine sulfhydrylase
EKHJKCLP_04406	CDS	141				hypothetical protein
EKHJKCLP_04407	CDS	1683				hypothetical protein
EKHJKCLP_04408	CDS	690				hypothetical protein
EKHJKCLP_04409	CDS	1062	leuB	1.1.1.85		3-isopropylmalate dehydrogenase
EKHJKCLP_04410	CDS	1545	cimA	2.3.3.21		(R)-citramalate synthase CimA
EKHJKCLP_04411	CDS	603	leuD1	4.2.1.33		3-isopropylmalate dehydratase small subunit 1
EKHJKCLP_04412	CDS	1395	leuC	4.2.1.33	COG0065	3-isopropylmalate dehydratase large subunit
EKHJKCLP_04413	CDS	1497	leuA	2.3.3.13	COG0119	2-isopropylmalate synthase
EKHJKCLP_04414	CDS	243				hypothetical protein
EKHJKCLP_04415	rRNA	111				5S ribosomal RNA
EKHJKCLP_04416	rRNA	2880				23S ribosomal RNA
EKHJKCLP_04417	tRNA	75				tRNA-Ala(tgc)
EKHJKCLP_04418	tRNA	75				tRNA-Ile(gat)
EKHJKCLP_04419	rRNA	1529				16S ribosomal RNA
EKHJKCLP_04420	CDS	126				hypothetical protein
EKHJKCLP_04421	CDS	129				hypothetical protein
EKHJKCLP_04422	CDS	1209				hypothetical protein
EKHJKCLP_04423	CDS	1989		3.2.1.22	COG4948	Retaining alpha-galactosidase
EKHJKCLP_04424	CDS	1515	sdcS			Sodium-dependent dicarboxylate transporter SdcS
EKHJKCLP_04425	CDS	4017	rcsC_47	2.7.13.3		Sensor histidine kinase RcsC
EKHJKCLP_04426	CDS	603				hypothetical protein
EKHJKCLP_04427	CDS	1026				hypothetical protein
EKHJKCLP_04428	CDS	3297			COG4771	TonB-dependent receptor P3
EKHJKCLP_04429	CDS	1536				hypothetical protein
EKHJKCLP_04430	CDS	1332				hypothetical protein
EKHJKCLP_04431	CDS	1497				hypothetical protein
EKHJKCLP_04432	CDS	1455				hypothetical protein
EKHJKCLP_04433	CDS	2175				hypothetical protein
EKHJKCLP_04434	CDS	129				hypothetical protein
EKHJKCLP_04435	CDS	1779	sppA	3.4.21.-	COG0616	Protease 4
EKHJKCLP_04436	CDS	1119	lpxK	2.7.1.130		Tetraacyldisaccharide 4'-kinase
EKHJKCLP_04437	CDS	810	punA	2.4.2.1		Purine nucleoside phosphorylase 1
EKHJKCLP_04438	CDS	1035	thiL	2.7.4.16	COG0611	Thiamine-monophosphate kinase
EKHJKCLP_04439	tRNA	74				tRNA-Phe(gaa)
EKHJKCLP_04440	CDS	105				hypothetical protein
EKHJKCLP_04441	CDS	948				hypothetical protein
EKHJKCLP_04442	CDS	111				hypothetical protein
EKHJKCLP_04443	CDS	450				hypothetical protein
EKHJKCLP_04444	CDS	1128	rhlE	3.6.4.13	COG0513	ATP-dependent RNA helicase RhlE
EKHJKCLP_04445	CDS	300				hypothetical protein
EKHJKCLP_04446	CDS	663	ung_1	3.2.2.27	COG0692	Uracil-DNA glycosylase
EKHJKCLP_04447	CDS	1656				hypothetical protein
EKHJKCLP_04448	CDS	405				hypothetical protein
EKHJKCLP_04449	CDS	1287				hypothetical protein
EKHJKCLP_04450	CDS	678				hypothetical protein
EKHJKCLP_04451	CDS	1314				hypothetical protein
EKHJKCLP_04452	CDS	225				hypothetical protein
EKHJKCLP_04453	CDS	858				putative HTH-type transcriptional regulator
EKHJKCLP_04454	CDS	762				hypothetical protein
EKHJKCLP_04455	CDS	870				hypothetical protein
EKHJKCLP_04456	CDS	780	hdhA	1.1.1.159	COG1028	7alpha-hydroxysteroid dehydrogenase
EKHJKCLP_04457	CDS	1167	pncB	6.3.4.21	COG1488	Nicotinate phosphoribosyltransferase
EKHJKCLP_04458	CDS	771				hypothetical protein
EKHJKCLP_04459	CDS	324				hypothetical protein
EKHJKCLP_04460	CDS	1512	pccA	6.4.1.3	COG4770	Propionyl-CoA carboxylase alpha chain
EKHJKCLP_04461	CDS	510				hypothetical protein
EKHJKCLP_04462	CDS	1536	mmdA	7.2.4.3		Methylmalonyl-CoA decarboxylase subunit alpha
EKHJKCLP_04463	CDS	1035				hypothetical protein
EKHJKCLP_04464	CDS	2868	rhaR_8			HTH-type transcriptional activator RhaR
EKHJKCLP_04465	CDS	777		3.2.1.103		Keratan-sulfate endo-1,4-beta-galactosidase
EKHJKCLP_04466	CDS	3042			COG4771	TonB-dependent receptor P3
EKHJKCLP_04467	CDS	1620			COG0702	SusD-like protein P25
EKHJKCLP_04468	CDS	1080				hypothetical protein
EKHJKCLP_04469	CDS	1281		2.5.1.-	COG2873	O-acetyl-L-homoserine sulfhydrylase
EKHJKCLP_04470	CDS	135				hypothetical protein
EKHJKCLP_04471	CDS	1320	bepC_2			Outer membrane efflux protein BepC
EKHJKCLP_04472	CDS	1035	emrA_4			Colistin resistance protein EmrA
EKHJKCLP_04473	CDS	1578				hypothetical protein
EKHJKCLP_04474	CDS	2292	maeB	1.1.1.40	COG0280	NADP-dependent malic enzyme
EKHJKCLP_04475	CDS	177				hypothetical protein
EKHJKCLP_04476	CDS	1335	gdhA	1.4.1.3		NAD(P)-specific glutamate dehydrogenase
EKHJKCLP_04477	CDS	852				hypothetical protein
EKHJKCLP_04478	CDS	330				hypothetical protein
EKHJKCLP_04479	CDS	783				hypothetical protein
EKHJKCLP_04480	CDS	399				hypothetical protein
EKHJKCLP_04481	CDS	219				hypothetical protein
EKHJKCLP_04482	CDS	1593				hypothetical protein
EKHJKCLP_04483	CDS	846				hypothetical protein
EKHJKCLP_04484	CDS	2970				hypothetical protein
EKHJKCLP_04485	CDS	1338	gdhB	1.4.1.2		NAD-specific glutamate dehydrogenase
EKHJKCLP_04486	CDS	1164	map_3	3.4.11.18		Methionine aminopeptidase
EKHJKCLP_04487	CDS	1563		3.1.6.-	COG3119	N-acetylgalactosamine-6-O-sulfatase
EKHJKCLP_04488	CDS	1527		3.1.6.-	COG3119	N-acetylgalactosamine-6-O-sulfatase
EKHJKCLP_04489	CDS	1434	cca	2.7.7.72		CCA-adding enzyme
EKHJKCLP_04490	CDS	843				hypothetical protein
EKHJKCLP_04491	CDS	1644	exoI	3.2.1.52		Beta-hexosaminidase
EKHJKCLP_04492	CDS	138				hypothetical protein
EKHJKCLP_04493	CDS	990				hypothetical protein
EKHJKCLP_04494	CDS	606	ruvA			Holliday junction branch migration complex subunit RuvA
EKHJKCLP_04495	CDS	900	ddh	1.4.1.16	COG0673	Meso-diaminopimelate D-dehydrogenase
EKHJKCLP_04496	CDS	2028				hypothetical protein
EKHJKCLP_04497	CDS	1875				hypothetical protein
EKHJKCLP_04498	CDS	651				hypothetical protein
EKHJKCLP_04499	CDS	165				hypothetical protein
EKHJKCLP_04500	CDS	2394	nrdD	1.1.98.6	COG1328	Anaerobic ribonucleoside-triphosphate reductase
EKHJKCLP_04501	CDS	504	nrdG	1.97.1.-	COG0602	Anaerobic ribonucleoside-triphosphate reductase-activating protein
EKHJKCLP_04502	CDS	1404	ribZ		COG2814	Riboflavin transporter RibZ
EKHJKCLP_04503	CDS	1089	phnW	2.6.1.37		2-aminoethylphosphonate--pyruvate transaminase
EKHJKCLP_04504	CDS	786	phnX	3.11.1.1		Phosphonoacetaldehyde hydrolase
EKHJKCLP_04505	CDS	1344				hypothetical protein
EKHJKCLP_04506	CDS	882				hypothetical protein
EKHJKCLP_04507	CDS	1356		3.4.24.-	COG0750	Putative zinc metalloprotease
EKHJKCLP_04508	CDS	1194	dxr	1.1.1.267	COG0743	1-deoxy-D-xylulose 5-phosphate reductoisomerase
EKHJKCLP_04509	CDS	861				hypothetical protein
EKHJKCLP_04510	CDS	540	rimM			Ribosome maturation factor RimM
EKHJKCLP_04511	CDS	1305	murA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
EKHJKCLP_04512	CDS	681				hypothetical protein
EKHJKCLP_04513	CDS	690	tsaB			tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
EKHJKCLP_04514	CDS	1656				IS1182 family transposase ISBthe2
EKHJKCLP_04515	CDS	3261				hypothetical protein
EKHJKCLP_04516	CDS	1377				hypothetical protein
EKHJKCLP_04517	CDS	918				hypothetical protein
EKHJKCLP_04518	CDS	1425				hypothetical protein
EKHJKCLP_04519	CDS	1485				hypothetical protein
EKHJKCLP_04520	CDS	597				hypothetical protein
EKHJKCLP_04521	CDS	696				hypothetical protein
EKHJKCLP_04522	CDS	435				hypothetical protein
EKHJKCLP_04523	CDS	366				hypothetical protein
EKHJKCLP_04524	CDS	1587				IS66 family transposase ISBthe6
EKHJKCLP_04525	CDS	855				hypothetical protein
EKHJKCLP_04526	CDS	867		3.1.26.-	COG1561	putative endoribonuclease YicC
EKHJKCLP_04527	CDS	567	gmk	2.7.4.8	COG0194	Guanylate kinase
EKHJKCLP_04528	CDS	594	nadD	2.7.7.18	COG1057	Nicotinate-nucleotide adenylyltransferase
EKHJKCLP_04529	CDS	1059				hypothetical protein
EKHJKCLP_04530	CDS	894	menA	2.5.1.74	COG1575	1,4-dihydroxy-2-naphthoate octaprenyltransferase
EKHJKCLP_04531	CDS	1137	rffG	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase 2
EKHJKCLP_04532	CDS	870	rffH_2	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase 2
EKHJKCLP_04533	CDS	495				hypothetical protein
EKHJKCLP_04534	CDS	2088	ppk_2	2.7.4.1	COG0855	Polyphosphate kinase
EKHJKCLP_04535	CDS	2250				hypothetical protein
EKHJKCLP_04536	CDS	90				hypothetical protein
EKHJKCLP_04537	CDS	522				hypothetical protein
EKHJKCLP_04538	CDS	261				hypothetical protein
EKHJKCLP_04539	CDS	564				hypothetical protein
EKHJKCLP_04540	CDS	339				hypothetical protein
EKHJKCLP_04541	CDS	201				hypothetical protein
EKHJKCLP_04542	CDS	675				hypothetical protein
EKHJKCLP_04543	CDS	441				hypothetical protein
EKHJKCLP_04544	CDS	1248				hypothetical protein
EKHJKCLP_04545	CDS	399	divK			Polar-differentiation response regulator DivK
EKHJKCLP_04546	CDS	1638	yheS_2		COG0488	putative ATP-binding protein YheS
EKHJKCLP_04547	CDS	411				hypothetical protein
EKHJKCLP_04548	CDS	1293	mdtA_6			Multidrug resistance protein MdtA
EKHJKCLP_04549	CDS	3087	czcA			Cobalt-zinc-cadmium resistance protein CzcA
EKHJKCLP_04550	CDS	1194				hypothetical protein
EKHJKCLP_04551	CDS	1455	rsmF	2.1.1.178	COG0144	Ribosomal RNA small subunit methyltransferase F
EKHJKCLP_04552	CDS	285				hypothetical protein
EKHJKCLP_04553	CDS	552	sigW_8		COG1595	ECF RNA polymerase sigma factor SigW
EKHJKCLP_04554	CDS	330				hypothetical protein
EKHJKCLP_04555	CDS	1263	cls	2.7.8.-		Cardiolipin synthase
EKHJKCLP_04556	CDS	795	thyA2	2.1.1.45	COG0207	Thymidylate synthase 2
EKHJKCLP_04557	CDS	495	folA	1.5.1.3		Dihydrofolate reductase
EKHJKCLP_04558	CDS	480	asnC_2		COG1522	Regulatory protein AsnC
EKHJKCLP_04559	CDS	1278				hypothetical protein
EKHJKCLP_04560	CDS	537				hypothetical protein
EKHJKCLP_04561	CDS	471				hypothetical protein
EKHJKCLP_04562	CDS	591				hypothetical protein
EKHJKCLP_04563	CDS	486				hypothetical protein
EKHJKCLP_04564	CDS	801	tolQ_3			Tol-Pal system protein TolQ
EKHJKCLP_04565	tRNA	89				tRNA-Ser(gga)
EKHJKCLP_04566	CDS	777	dtd3_2	3.1.1.96	COG0084	D-aminoacyl-tRNA deacylase
EKHJKCLP_04567	CDS	717				hypothetical protein
EKHJKCLP_04568	CDS	975		2.5.1.10	COG0142	(2E,6E)-farnesyl diphosphate synthase
EKHJKCLP_04569	CDS	684				hypothetical protein
EKHJKCLP_04570	CDS	861	cmk_1	2.7.4.25		Cytidylate kinase
EKHJKCLP_04571	CDS	867	ispH	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
EKHJKCLP_04572	CDS	105				hypothetical protein
EKHJKCLP_04573	CDS	981	pfkA_2	2.7.1.11	COG0205	ATP-dependent 6-phosphofructokinase 1
